event_id,role,cdk,name,normalized_name
PB_amrits_2001:2011,child,PB_tarnta_2011,Tarn Taran,tarn taran
PB_patial_1951:2011,parent,PB_patial_1951,Patiala,patiala
PB_patial_1951:2011,child,PB_mohali_2011,Sahibzada Ajit Singh Nagar,sahibzada ajit singh nagar
PB_rupnag_1981:2011,parent,PB_rupnag_1981,Rupnagar,rupnagar
PB_rupnag_1981:2011,child,PB_mohali_2011,Sahibzada Ajit Singh Nagar,sahibzada ajit singh nagar
PB_sangru_1951:2011,parent,PB_sangru_1951,Sangrur,sangrur
PB_sangru_1951:2011,child,PB_barnal_1951,Barnala,barnala
RJ_chitto_1951:2011,parent,RJ_chitto_1951,Chitorgarh,chitorgarh
RJ_chitto_1951:2011,child,RJ_pratap_2011,Pratapgarh,pratapgarh
TN_coimba_1951:2011,parent,TN_coimba_1951,Coimbatore,coimbatore
TN_coimba_1951:2011,child,TN_tirupp_2011,Tiruppur,tiruppur
TN_dharma_1971:2011,parent,TN_dharma_1971,Dharmapuri,dharmapuri
TN_dharma_1971:2011,child,TN_krishn_2011,Krishnagiri,krishnagiri
TN_erode_2001:2011,parent,TN_erode_2001,Erode,erode
TN_erode_2001:2011,child,TN_tirupp_2011,Tiruppur,tiruppur
TN_peramb_2001:2011,parent,TN_peramb_2001,Perambalur,perambalur
TN_peramb_2001:2011,child,TN_ariyal_2011,Ariyalur,ariyalur
UP_etah_2001:2011,parent,UP_etah_2001,Etah,etah
UP_etah_2001:2011,child,UP_kanshi_2011,Kanshiram Nagar,kanshiram nagar
UP_mahara_1991:2011,parent,UP_mahara_1991,Maharajganj,maharajganj
UP_mahara_1991:2011,child,UP_mahraj_2011,Mahrajganj,mahrajganj
WB_medini_1951:2011,parent,WB_medini_1951,Medinipur,medinipur
WB_medini_1951:2011,child,WB_paschi_2011,Pashchim Barddhaman,pashchim barddhaman
WB_medini_1951:2011,child,WB_purbam_2011,Purba Medinipur,purba medinipur
AP_ananta_2011:2024,parent,AP_ananta_2011,Anantapur,anantapur
AP_ananta_2011:2024,child,AP_srisat_2024,Sri Sathya Sai,sri sathya sai
AP_chitto_2011:2024,parent,AP_chitto_2011,Chittoor,chittoor
AP_chitto_2011:2024,child,AP_annama_2024,Annamayya,annamayya
AP_chitto_2011:2024,child,AP_tirupa_2024,Tirupati,tirupati
AP_eastgo_2011:2024,parent,AP_eastgo_2011,East Godavari,east godavari
AP_eastgo_2011:2024,child,AP_alluri_2024,Alluri Sitharama Raju,alluri sitharama raju
AP_eastgo_2011:2024,child,AP_drbram_2024,Dr. B. R. Ambedkar Konaseema,dr b r ambedkar konaseema
AP_eastgo_2011:2024,child,AP_kakina_2024,Kakinada,kakinada
AP_guntur_1951:2024,parent,AP_guntur_1951,Guntur,guntur
AP_guntur_1951:2024,child,AP_bapatl_2024,Bapatla,bapatla
AP_guntur_1951:2024,child,AP_palnad_2024,Palnadu,palnadu
AP_krishn_2011:2024,parent,AP_krishn_2011,Krishna,krishna
AP_krishn_2011:2024,child,AP_ntr_2024,NTR,ntr
AP_kurnoo_1951:2024,parent,AP_kurnoo_1951,Kurnool,kurnool
AP_kurnoo_1951:2024,child,AP_nandya_2024,Nandyal,nandyal
AP_srikak_1971:2024,parent,AP_srikak_1971,Srikakulam,srikakulam
AP_srikak_1971:2024,child,AP_parvat_2024,Parvathipuram Manyam,parvathipuram manyam
AP_sripot_1971:2024,parent,AP_sripot_1971,Nellore,nellore
AP_sripot_1971:2024,child,AP_tirupa_2024,Tirupati,tirupati
AP_visakh_1961:2024,parent,AP_visakh_1961,Visakhapatnam,visakhapatnam
AP_visakh_1961:2024,child,AP_alluri_2024,Alluri Sitharama Raju,alluri sitharama raju
AP_visakh_1961:2024,child,AP_anakap_2024,Anakapalli,anakapalli
AP_vizian_1981:2024,parent,AP_vizian_1981,Vizianagaram,vizianagaram
AP_vizian_1981:2024,child,AP_alluri_2024,Alluri Sitharama Raju,alluri sitharama raju
AP_vizian_1981:2024,child,AP_parvat_2024,Parvathipuram Manyam,parvathipuram manyam
AP_westgo_2011:2024,parent,AP_westgo_2011,West Godavari,west godavari
AP_westgo_2011:2024,child,AP_eluru_2024,Eluru,eluru
AP_ysr_2011:2024,parent,AP_ysr_2011,Y.S.R.,y s r
AP_ysr_2011:2024,child,AP_annama_2024,Annamayya,annamayya
AR_eastka_1981:2024,parent,AR_eastka_1981,East Kameng,east kameng
AR_eastka_1981:2024,child,AR_pakkek_2024,Pakke-Kesang,pakke kesang
AR_eastsi_1981:2024,parent,AR_eastsi_1981,East Siang,east siang
AR_eastsi_1981:2024,child,AR_lepara_2024,Lepa - Rada,lepa rada
AR_eastsi_1981:2024,child,AR_lowers_1981,Lower Siang,lower siang
AR_eastsi_1981:2024,child,AR_siang_1971,Siang,siang
AR_kurung_2011:2024,parent,AR_kurung_2011,Kurung Kumey,kurung kumey
AR_kurung_2011:2024,child,AR_kradaa_2024,Kra Daadi,kra daadi
AR_lohit_1971:2024,parent,AR_lohit_1971,Lohit,lohit
AR_lohit_1971:2024,child,AR_namsai_2024,Namsai,namsai
AR_lowers_1981:2024,parent,AR_lowers_1981,Lower Siang,lower siang
AR_lowers_1981:2024,child,AR_kamle_2024,Kamle,kamle
AR_tirap_1971:2024,parent,AR_tirap_1971,Tirap,tirap
AR_tirap_1971:2024,child,AR_longdi_2024,Longding,longding
AR_uppers_1981:2024,parent,AR_uppers_1981,Upper Siang,upper siang
AR_uppers_1981:2024,child,AR_kamle_2024,Kamle,kamle
AR_westsi_1981:2024,parent,AR_westsi_1981,West Siang,west siang
AR_westsi_1981:2024,child,AR_lepara_2024,Lepa - Rada,lepa rada
AR_westsi_1981:2024,child,AR_lowers_1981,Lower Siang,lower siang
AR_westsi_1981:2024,child,AR_shiyom_2024,Shi-Yomi,shi yomi
AS_baksa_2011:2024,parent,AS_baksa_2011,Baksa,baksa
AS_baksa_2011:2024,child,AS_tamulp_2024,Tamulpur,tamulpur
AS_barpet_1991:2024,parent,AS_barpet_1991,Barpeta,barpeta
AS_barpet_1991:2024,child,AS_bajali_2024,Bajali,bajali
AS_dhubri_2011:2024,parent,AS_dhubri_2011,Dhubri,dhubri
AS_dhubri_2011:2024,child,AS_souths_2024,South Salmara-Mankachar,south salmara mankachar
AS_jorhat_1991:2024,parent,AS_jorhat_1991,Jorhat,jorhat
AS_jorhat_1991:2024,child,AS_majuli_2024,Majuli,majuli
AS_karbia_1981:2024,parent,AS_karbia_1981,Karbi Anglong,karbi anglong
AS_karbia_1981:2024,child,AS_westka_2024,West Karbi Anglong,west karbi anglong
AS_nagaon_1981:2024,parent,AS_nagaon_1981,Nagaon,nagaon
AS_nagaon_1981:2024,child,AS_hojai_2024,Hojai,hojai
AS_sivasa_1981:2024,parent,AS_sivasa_1981,Sibsagar,sibsagar
AS_sivasa_1981:2024,child,AS_charai_2024,Charaideo,charaideo
AS_sonitp_1991:2024,parent,AS_sonitp_1991,Sonitpur,sonitpur
AS_sonitp_1991:2024,child,AS_biswan_2024,Biswanath,biswanath
CG_bastar_1991:2024,parent,CG_bastar_1991,Bastar,bastar
CG_bastar_1991:2024,child,CG_kondag_2024,Kondagaon,kondagaon
CG_bilasp_1991:2024,parent,CG_bilasp_1991,Bilaspur,bilaspur
CG_bilasp_1991:2024,child,CG_gaurel_2024,Gaurela-Pendra-Marwahi,gaurela pendra marwahi
CG_bilasp_1991:2024,child,CG_mungel_2024,Mungeli,mungeli
CG_dakshi_2011:2024,parent,CG_dakshi_2011,Dakshin Bastar Dantewada,dakshin bastar dantewada
CG_dakshi_2011:2024,child,CG_sukma_2024,Sukma,sukma
CG_durg_1971:2024,parent,CG_durg_1971,Durg,durg
CG_durg_1971:2024,child,CG_balod_2024,Balod,balod
CG_durg_1971:2024,child,CG_bemeta_2024,Bemetara,bemetara
CG_raipur_1991:2024,parent,CG_raipur_1991,Raipur,raipur
CG_raipur_1991:2024,child,CG_baloda_2024,Baloda Bazar,baloda bazar
CG_raipur_1991:2024,child,CG_gariya_2024,Gariyaband,gariyaband
CG_surguj_1991:2024,parent,CG_surguj_1991,Surguja,surguja
CG_surguj_1991:2024,child,CG_balram_2024,Balrampur,balrampur
CG_surguj_1991:2024,child,CG_surajp_2024,Surajpur,surajpur
DL_east_2001:2024,parent,DL_east_2001,East,east
DL_east_2001:2024,child,DL_shahda_2024,Shahdara,shahdara
DL_northe_2001:2024,parent,DL_northe_2001,North East,north east
DL_northe_2001:2024,child,DL_shahda_2024,Shahdara,shahdara
DL_northw_2001:2024,parent,DL_northw_2001,North West,north west
DL_northw_2001:2024,child,DL_north_2024,North,north
DL_south_2001:2024,parent,DL_south_2001,South,south
DL_south_2001:2024,child,DL_southe_2024,South East,south east
DL_southw_2001:2024,parent,DL_southw_2001,South West,south west
DL_southw_2001:2024,child,DL_newdel_2024,New Delhi,new delhi
GJ_ahmeda_1961:2024,parent,GJ_ahmeda_1961,Ahmadabad,ahmadabad
GJ_ahmeda_1961:2024,child,GJ_botad_2024,Botad,botad
GJ_bhavna_1951:2024,parent,GJ_bhavna_1951,Bhavnagar,bhavnagar
GJ_bhavna_1951:2024,child,GJ_botad_2024,Botad,botad
GJ_jamnag_1951:2024,parent,GJ_jamnag_1951,Halar,halar
GJ_jamnag_1951:2024,child,GJ_devbhu_2024,Devbhumi Dwarka,devbhumi dwarka
GJ_jamnag_1951:2024,child,GJ_morbi_2024,Morbi,morbi
GJ_junaga_1951:2024,parent,GJ_junaga_1951,Junagadh,junagadh
GJ_junaga_1951:2024,child,GJ_girsom_2024,Gir Somnath,gir somnath
GJ_kheda_1961:2024,parent,GJ_kheda_1961,Kaira,kaira
GJ_kheda_1961:2024,child,GJ_mahisa_2024,Mahisagar,mahisagar
GJ_panchm_1951:2024,parent,GJ_panchm_1951,Panch Mahals,panch mahals
GJ_panchm_1951:2024,child,GJ_mahisa_2024,Mahisagar,mahisagar
GJ_rajkot_1961:2024,parent,GJ_rajkot_1961,Rajkot,rajkot
GJ_rajkot_1961:2024,child,GJ_morbi_2024,Morbi,morbi
GJ_sabark_1961:2024,parent,GJ_sabark_1961,Sabar Kantha,sabar kantha
GJ_sabark_1961:2024,child,GJ_araval_2024,Aravalli,aravalli
GJ_surend_1961:2024,parent,GJ_surend_1961,Surendranagar,surendranagar
GJ_surend_1961:2024,child,GJ_morbi_2024,Morbi,morbi
GJ_vadoda_1971:2024,parent,GJ_vadoda_1971,Vadodara,vadodara
GJ_vadoda_1971:2024,child,GJ_chhota_2024,Chhota Udepur,chhota udepur
HR_bhiwan_1981:2024,parent,HR_bhiwan_1981,Bhiwani,bhiwani
HR_bhiwan_1981:2024,child,HR_charkh_2024,Charkhi Dadri,charkhi dadri
KA_bellar_2011:2024,parent,KA_bellar_2011,Bellary,bellary
KA_bellar_2011:2024,child,KA_vijaya_2024,Vijayanagara,vijayanagara
KA_chikma_2011:2024,parent,KA_chikma_2011,Chikmagalur,chikmagalur
KA_chikma_2011:2024,child,KA_chikka_2011,Chikkamagaluru,chikkamagaluru
KA_gulbar_2001:2024,parent,KA_gulbar_2001,Gulbarga,gulbarga
KA_gulbar_2001:2024,child,KA_kalabu_2024,Kalaburagi,kalaburagi
KA_ramana_2011:2024,parent,KA_ramana_2011,Ramanagara,ramanagara
KA_ramana_2011:2024,child,KA_bengal_2024,Bengaluru South,bengaluru south
MH_aurang_1981:2024,parent,MH_aurang_1981,Aurangabad,aurangabad
MH_aurang_1981:2024,child,MH_sambha_2024,Sambhaji Nagar,sambhaji nagar
MH_thane_1971:2024,parent,MH_thane_1971,Thana,thana
MH_thane_1971:2024,child,MH_palgha_2024,Palghar,palghar
ML_eastga_1981:2024,parent,ML_eastga_1981,East Garo Hills,east garo hills
ML_eastga_1981:2024,child,ML_northg_2024,North Garo Hills,north garo hills
ML_jainti_1981:2024,parent,ML_jainti_1981,Jaintia Hills,jaintia hills
ML_jainti_1981:2024,child,ML_eastja_2024,East Jaintia Hills,east jaintia hills
ML_jainti_1981:2024,child,ML_westja_2024,West Jaintia Hills,west jaintia hills
ML_westkh_1981:2024,parent,ML_westkh_1981,West Khasi Hills,west khasi hills
ML_westkh_1981:2024,child,ML_easter_2024,Eastern West Khasi Hills,eastern west khasi hills
ML_westkh_1981:2024,child,ML_southw_2024,South West Khasi Hills,south west khasi hills
MN_churac_1991:2024,parent,MN_churac_1991,Churachandpur,churachandpur
MN_churac_1991:2024,child,MN_pherza_2024,Pherzawl,pherzawl
MN_imphal_1991:2024,parent,MN_imphal_1991,Imphal,imphal
MN_imphal_1991:2024,child,MN_jiriba_2024,Jiribam,jiribam
MN_senapa_1991:2024,parent,MN_senapa_1991,Senapati,senapati
MN_senapa_1991:2024,child,MN_kangpo_2024,Kangpokpi,kangpokpi
MN_tameng_1991:2024,parent,MN_tameng_1991,Tamenglong,tamenglong
MN_tameng_1991:2024,child,MN_noney_2024,Noney,noney
MN_thouba_1991:2024,parent,MN_thouba_1991,Thoubal,thoubal
MN_thouba_1991:2024,child,MN_kakchi_2024,Kakching,kakching
MN_ukhrul_1991:2024,parent,MN_ukhrul_1991,Ukhrul,ukhrul
MN_ukhrul_1991:2024,child,MN_kamjon_2024,Kamjong,kamjong
MP_shajap_2011:2024,parent,MP_shajap_2011,Shajapur,shajapur
MP_shajap_2011:2024,child,MP_agarma_2024,Agar-Malwa,agar malwa
MP_tikamg_2011:2024,parent,MP_tikamg_2011,Tikamgarh,tikamgarh
MP_tikamg_2011:2024,child,MP_niwari_2024,Niwari,niwari
MZ_aizawl_1981:2024,parent,MZ_aizawl_1981,Aizawl,aizawl
MZ_aizawl_1981:2024,child,MZ_saitua_2024,Saitual,saitual
MZ_champh_2001:2024,parent,MZ_champh_2001,Champhai,champhai
MZ_champh_2001:2024,child,MZ_khawza_2024,Khawzawl,khawzawl
MZ_lungle_1981:2024,parent,MZ_lungle_1981,Lunglei,lunglei
MZ_lungle_1981:2024,child,MZ_hnathi_2024,Hnathial,hnathial
NL_dimapu_2001:2024,parent,NL_dimapu_2001,Dimapur,dimapur
NL_dimapu_2001:2024,child,NL_chumou_2024,Chumoukedima,chumoukedima
NL_dimapu_2001:2024,child,NL_niulan_2024,Niuland,niuland
NL_kohima_1951:2024,parent,NL_kohima_1951,Kohima,kohima
NL_kohima_1951:2024,child,NL_tsemin_2024,Tseminyü,tseminy
NL_tuensa_1951:2024,parent,NL_tuensa_1951,Tuensang,tuensang
NL_tuensa_1951:2024,child,NL_noklak_2024,Noklak,noklak
PB_firozp_1951:2024,parent,PB_firozp_1951,Ferozepur,ferozepur
PB_firozp_1951:2024,child,PB_fazilk_2024,Fazilka,fazilka
PB_gurdas_1951:2024,parent,PB_gurdas_1951,Gurdaspur,gurdaspur
PB_gurdas_1951:2024,child,PB_pathan_2024,Pathankot,pathankot
PB_sangru_1951:2024,parent,PB_sangru_1951,Sangrur,sangrur
PB_sangru_1951:2024,child,PB_malerk_2024,Malerkotla,malerkotla
SK_east_2001:2024,parent,SK_east_2001,East,east
SK_east_2001:2024,child,SK_gangto_2024,Gangtok,gangtok
SK_east_2001:2024,child,SK_pakyon_2024,Pakyong,pakyong
SK_north_2001:2024,parent,SK_north_2001,North,north
SK_north_2001:2024,child,SK_mangan_2024,Mangan,mangan
SK_south_2001:2024,parent,SK_south_2001,South,south
SK_south_2001:2024,child,SK_namchi_2024,Namchi,namchi
SK_west_2001:2024,parent,SK_west_2001,West,west
SK_west_2001:2024,child,SK_gyalsh_2024,Gyalshing,gyalshing
SK_west_2001:2024,child,SK_soreng_2024,Soreng,soreng
TG_adilab_2011:2024,parent,TG_adilab_2011,Adilabad,adilabad
TG_adilab_2011:2024,child,TG_kumura_2024,Kumuram Bheem,kumuram bheem
TG_adilab_2011:2024,child,TG_manche_2024,Mancherial,mancherial
TG_adilab_2011:2024,child,TG_nirmal_2024,Nirmal,nirmal
TG_karimn_2011:2024,parent,TG_karimn_2011,Karimnagar,karimnagar
TG_karimn_2011:2024,child,TG_jagtia_2024,Jagtial,jagtial
TG_karimn_2011:2024,child,TG_jayash_2024,Jayashankar Bhupalpally,jayashankar bhupalpally
TG_karimn_2011:2024,child,TG_peddap_2024,Peddapalli,peddapalli
TG_karimn_2011:2024,child,TG_rajann_2024,Rajanna Sircilla,rajanna sircilla
TG_karimn_2011:2024,child,TG_siddip_2024,Siddipet,siddipet
TG_khamma_1961:2024,parent,TG_khamma_1961,Khammam,khammam
TG_khamma_1961:2024,child,TG_bhadra_2024,Bhadradri Kothagudem,bhadradri kothagudem
TG_khamma_1961:2024,child,TG_mahabu_2024,Mahabubabad,mahabubabad
TG_khamma_1961:2024,child,TG_mulugu_2024,Mulugu,mulugu
TG_mahbub_2011:2024,parent,TG_mahbub_2011,Mahbubnagar,mahbubnagar
TG_mahbub_2011:2024,child,TG_jogula_2024,Jogulamba Gadwal,jogulamba gadwal
TG_mahbub_2011:2024,child,TG_nagark_2024,Nagarkurnool,nagarkurnool
TG_mahbub_2011:2024,child,TG_naraya_2024,Narayanpet,narayanpet
TG_mahbub_2011:2024,child,TG_wanapa_2024,Wanaparthy,wanaparthy
TG_medak_2011:2024,parent,TG_medak_2011,Medak,medak
TG_medak_2011:2024,child,TG_sangar_2024,Sangareddy,sangareddy
TG_medak_2011:2024,child,TG_siddip_2024,Siddipet,siddipet
TG_nalgon_2011:2024,parent,TG_nalgon_2011,Nalgonda,nalgonda
TG_nalgon_2011:2024,child,TG_jangao_2024,Jangaon,jangaon
TG_nalgon_2011:2024,child,TG_suryap_2024,Suryapet,suryapet
TG_nalgon_2011:2024,child,TG_yadadr_2024,Yadadri Bhuvanagiri,yadadri bhuvanagiri
TG_nizama_2011:2024,parent,TG_nizama_2011,Nizamabad,nizamabad
TG_nizama_2011:2024,child,TG_kamare_2024,Kamareddy,kamareddy
TG_rangar_1981:2024,parent,TG_rangar_1981,Rangareddi,rangareddi
TG_rangar_1981:2024,child,TG_medcha_2024,Medchal–Malkajgiri,medchal malkajgiri
TG_rangar_1981:2024,child,TG_vikara_2024,Vikarabad,vikarabad
TG_warang_1951:2024,parent,TG_warang_1951,Warangal,warangal
TG_warang_1951:2024,child,TG_jangao_2024,Jangaon,jangaon
TG_warang_1951:2024,child,TG_jayash_2024,Jayashankar Bhupalpally,jayashankar bhupalpally
TG_warang_1951:2024,child,TG_mahabu_2024,Mahabubabad,mahabubabad
TG_warang_1951:2024,child,TG_mulugu_2024,Mulugu,mulugu
TN_nagapa_2001:2024,parent,TN_nagapa_2001,Nagapattinam,nagapattinam
TN_nagapa_2001:2024,child,TN_mayila_2024,Mayiladuthurai,mayiladuthurai
TN_tirune_1981:2024,parent,TN_tirune_1981,Tirunelveli,tirunelveli
TN_tirune_1981:2024,child,TN_tenkas_2024,Tenkasi,tenkasi
TN_vellor_2001:2024,parent,TN_vellor_2001,Vellore,vellore
TN_vellor_2001:2024,child,TN_ranipe_2024,Ranipet,ranipet
TN_vellor_2001:2024,child,TN_tirupa_2024,Tirupattur,tirupattur
TN_vilupp_2001:2024,parent,TN_vilupp_2001,Viluppuram,viluppuram
TN_vilupp_2001:2024,child,TN_kallak_2024,Kallakurichi,kallakurichi
TR_northt_1971:2024,parent,TR_northt_1971,North Tripura,north tripura
TR_northt_1971:2024,child,TR_unakot_2024,Unakoti,unakoti
TR_southt_1971:2024,parent,TR_southt_1971,South Tripura,south tripura
TR_southt_1971:2024,child,TR_gomati_2024,Gomati,gomati
TR_westtr_1971:2024,parent,TR_westtr_1971,West Tripura,west tripura
TR_westtr_1971:2024,child,TR_khowai_2024,Khowai,khowai
TR_westtr_1971:2024,child,TR_sipahi_2024,Sipahijala,sipahijala
UP_allaha_1951:2024,parent,UP_allaha_1951,Allahabad,allahabad
UP_allaha_1951:2024,child,UP_prayag_2024,Prayagraj,prayagraj
UP_budaun_2011:2024,parent,UP_budaun_2011,Budaun,budaun
UP_budaun_2011:2024,child,UP_sambha_2024,Sambhal (Bhimnagar),sambhal bhimnagar
UP_ghazia_1981:2024,parent,UP_ghazia_1981,Ghaziabad,ghaziabad
UP_ghazia_1981:2024,child,UP_hapurp_2024,Hapur (Panchsheel Nagar),hapur panchsheel nagar
UP_kanshi_2011:2024,parent,UP_kanshi_2011,Kanshiram Nagar,kanshiram nagar
UP_kanshi_2011:2024,child,UP_kasgan_2024,Kasganj,kasganj
UP_morada_1991:2024,parent,UP_morada_1991,Moradabad,moradabad
UP_morada_1991:2024,child,UP_sambha_2024,Sambhal (Bhimnagar),sambhal bhimnagar
UP_muzaff_2011:2024,parent,UP_muzaff_2011,Muzaffarnagar,muzaffarnagar
UP_muzaff_2011:2024,child,UP_shamli_2024,Shamli (Prabuddhanagar),shamli prabuddhanagar
UP_sultan_2011:2024,parent,UP_sultan_2011,Sultanpur,sultanpur
UP_sultan_2011:2024,child,UP_amethi_2024,Amethi,amethi
WB_barddh_1951:2024,parent,WB_barddh_1951,Barddhaman,barddhaman
WB_barddh_1951:2024,child,WB_paschi_2011,Pashchim Barddhaman,pashchim barddhaman
WB_barddh_1951:2024,child,WB_purbab_2024,Purba Barddhaman,purba barddhaman
WB_darjil_1971:2024,parent,WB_darjil_1971,Darjeeling,darjeeling
WB_darjil_1971:2024,child,WB_kalimp_2024,Kalimpong,kalimpong
WB_jalpai_2011:2024,parent,WB_jalpai_2011,Jalpaiguri,jalpaiguri
WB_jalpai_2011:2024,child,WB_alipur_2024,Alipurduar,alipurduar
WB_paschi_2011:2024,parent,WB_paschi_2011,Pashchim Barddhaman,pashchim barddhaman
WB_paschi_2011:2024,child,WB_jhargr_2024,Jhargram,jhargram
